index,ID,Region,Main Source of Income,Agricultural Household indicator,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Walls,House Floor Area,House Age,Number of bedrooms,Electricity,Total Household Income,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
12928,1851,F,Wage/Salaries,0.0,Male,53.0,Married,Worked for private establishment,Single Family,5.0,0.0,0.0,3.0,Single house,Strong,,33.0,1.0,1.0,338316.0,121795.0,22558.5,31805.0,14417.0,10293.0,1993.0,7357.0,5500.0,,,2300.0,31458.0,15000.0,,7464.0,,0.0,10878.0,2000.0,0.0,67390.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
21724,1029,I,Enterpreneurial Activities,0.0,Male,37.0,Married,Worked for private establishment,Single Family,4.0,0.0,2.0,1.0,Duplex,Strong,80.0,,1.0,1.0,338304.0,129505.0,39169.0,31856.0,,9775.0,,6463.0,15650.0,90.0,0.0,,36444.0,0.0,710.0,14598.0,2676.0,1060.0,11364.0,2000.0,0.0,,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
36896,512,O,Other sources of Income,0.0,Male,51.0,Married,Worked for private establishment,Extended Family,,,1.0,3.0,Single house,Quite Strong,,,,1.0,338258.0,115626.0,31554.0,24308.0,,16206.0,3905.0,7762.0,12700.0,,,5675.0,24960.0,6600.0,302.0,,1140.0,,8388.0,4000.0,0.0,53400.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
16869,336,H,Wage/Salaries,0.0,Male,52.0,Married,Worked for private establishment,Single Family,5.0,0.0,1.0,3.0,Single house,Strong,65.0,17.0,2.0,1.0,338246.0,110463.0,23690.0,18606.0,11541.0,14828.0,1124.0,3115.0,5500.0,,,2190.0,47220.0,24000.0,125.0,,1140.0,550.0,13140.0,3000.0,0.0,32246.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2867,1143,B,Other sources of Income,0.0,Female,74.0,Widowed,,Extended Family,3.0,0.0,0.0,1.0,Single house,Strong,,30.0,3.0,1.0,338178.0,88960.0,15990.0,8925.0,15360.0,,,4920.0,540.0,0.0,905.0,5200.0,19848.0,,,1308.0,588.0,0.0,8154.0,,0.0,8120.0,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0
302,303,A,Wage/Salaries,0.0,Male,62.0,Married,,Extended Family,,0.0,4.0,,Single house,Strong,,25.0,,1.0,338176.0,49275.0,14085.0,9600.0,8470.0,9906.0,1213.0,7250.0,0.0,504.0,1326.0,,24192.0,12000.0,,5100.0,3396.0,2500.0,6954.0,0.0,,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4565,1059,C,Other sources of Income,0.0,Female,73.0,Widowed,,Single Family,1.0,0.0,0.0,0.0,Single house,Strong,40.0,16.0,,1.0,338040.0,40706.0,11664.0,7592.0,3422.0,7055.0,,3930.0,1800.0,0.0,0.0,1300.0,19848.0,,0.0,,,0.0,5766.0,,0.0,0.0,2.0,0.0,,1.0,1.0,,,,2.0,,,0.0,0.0
25963,840,K,Enterpreneurial Activities,0.0,Male,40.0,Married,Self-employed wihout any employee,Single Family,6.0,0.0,3.0,0.0,Single house,Very Light,10.0,2.0,,1.0,338036.0,,,,6343.0,,540.0,5259.0,,90.0,,2279.0,18318.0,6000.0,340.0,,1560.0,1090.0,8736.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
34864,2610,N,Wage/Salaries,,Female,57.0,Widowed,Worked for government/government corporation,Extended Family,4.0,0.0,1.0,2.0,Single house,Strong,,12.0,2.0,1.0,338031.0,126487.0,30279.0,15566.0,16144.0,11837.0,1598.0,7046.0,,731.0,0.0,6429.0,48996.0,9000.0,,,,550.0,5766.0,5250.0,0.0,23400.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,,0.0,0.0,
33533,1279,N,Wage/Salaries,,Female,22.0,Single,Worked for private establishment,Single Family,2.0,0.0,0.0,2.0,Multi-unit residential,Strong,44.0,30.0,2.0,1.0,338025.0,74679.0,7959.0,5899.0,8253.0,7354.0,3015.0,2166.0,,0.0,0.0,4370.0,34080.0,0.0,0.0,4899.0,1140.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
20603,4070,H,Other sources of Income,0.0,Female,30.0,Married,,Single Family,2.0,0.0,0.0,1.0,Single house,Strong,,15.0,2.0,1.0,337990.0,69117.0,10220.0,4160.0,9309.0,6343.0,1620.0,6714.0,8680.0,0.0,0.0,,,,,10722.0,3102.0,0.0,5766.0,,0.0,0.0,1.0,1.0,,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30898,992,M,Other sources of Income,0.0,Female,56.0,Widowed,Worked for private establishment,Extended Family,7.0,0.0,2.0,2.0,Single house,Strong,68.0,35.0,3.0,1.0,337969.0,122330.0,24254.0,16320.0,,13664.0,2870.0,4049.0,5500.0,225.0,0.0,,19848.0,27000.0,1635.0,4899.0,2700.0,700.0,5766.0,,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
15712,1398,G,Wage/Salaries,0.0,Male,45.0,Married,Employer in own family-operated farm or business,Single Family,4.0,0.0,2.0,1.0,Single house,Strong,36.0,14.0,2.0,1.0,337943.0,91598.0,20394.0,16680.0,15084.0,8686.0,2550.0,6232.0,20410.0,,0.0,2300.0,47322.0,24000.0,446.0,,2340.0,,8472.0,5456.0,,11636.5,2.0,1.0,,1.0,0.0,,,,2.0,0.0,0.0,0.0,
9326,497,E,Wage/Salaries,0.0,Male,68.0,Married,,Extended Family,5.0,0.0,3.0,1.0,Multi-unit residential,Strong,,20.0,3.0,1.0,337887.0,97320.0,36783.0,29300.0,4146.0,5175.0,3635.0,8131.0,23370.0,0.0,0.0,3880.0,19848.0,9000.0,200.0,13920.0,960.0,450.0,,3200.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
622,623,A,Other sources of Income,0.0,Male,,Single,,Single Family,2.0,0.0,0.0,1.0,Multi-unit residential,Strong,20.0,16.0,1.0,1.0,337875.0,90017.0,21432.0,16224.0,9310.0,1736.0,,3795.0,5500.0,336.0,,2300.0,31980.0,21000.0,1610.0,4899.0,,,7068.0,0.0,0.0,21700.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0
13394,2317,F,Other sources of Income,0.0,Female,40.0,Married,,Extended Family,5.0,0.0,2.0,0.0,Single house,Strong,50.0,15.0,2.0,1.0,337870.0,64894.0,9984.0,6240.0,15710.0,10473.0,1450.0,6163.0,10556.0,0.0,0.0,3420.0,50160.0,9000.0,1200.0,14400.0,,2300.0,5766.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0
11847,770,F,Wage/Salaries,0.0,Female,50.0,Widowed,Self-employed wihout any employee,Extended Family,2.0,0.0,0.0,1.0,Single house,Strong,79.0,,3.0,1.0,337856.0,99084.0,7556.0,3840.0,7180.0,5830.0,1620.0,4378.0,,0.0,0.0,,19848.0,,2059.0,,,0.0,14682.0,0.0,0.0,9616.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,0.0,0.0,0.0
20499,3966,H,Other sources of Income,0.0,Male,47.0,Married,Worked for private establishment,Single Family,4.0,0.0,1.0,1.0,Single house,Strong,36.0,38.0,2.0,1.0,337824.0,116774.0,17370.0,11168.0,11835.0,5459.0,920.0,2130.0,,690.0,0.0,,19848.0,,710.0,,,,15204.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
24946,1710,J,Wage/Salaries,0.0,Male,51.0,Married,Self-employed wihout any employee,Single Family,,,1.0,2.0,Single house,Strong,,,3.0,1.0,337774.0,,,,14362.0,15378.0,1740.0,6398.0,20000.0,1080.0,,3765.0,33960.0,18000.0,1510.0,5298.0,2772.0,450.0,14304.0,4500.0,0.0,11636.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
34135,1881,N,Wage/Salaries,,Male,49.0,Married,Worked for private establishment,Single Family,7.0,0.0,0.0,,Multi-unit residential,Strong,15.0,20.0,,1.0,337750.0,103539.0,26026.0,17008.0,13920.0,7962.0,830.0,5831.0,,510.0,,4658.0,39600.0,0.0,710.0,4899.0,,0.0,11892.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5302,1796,C,Enterpreneurial Activities,0.0,Male,74.0,Married,Self-employed wihout any employee,Single Family,3.0,0.0,0.0,0.0,Single house,Strong,,,,1.0,337697.0,92206.0,28138.0,17645.0,11732.0,8553.0,1620.0,5449.0,11400.0,,0.0,1055.0,44898.0,27000.0,,6516.0,2040.0,0.0,6258.0,,0.0,,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27283,2160,K,Wage/Salaries,,Male,45.0,Married,Worked for government/government corporation,Single Family,6.0,0.0,4.0,1.0,Single house,Strong,33.0,5.0,2.0,1.0,337696.0,68967.0,30450.0,13884.0,15194.0,8080.0,,6951.0,,860.0,0.0,2300.0,43644.0,19800.0,,9804.0,1008.0,,,1000.0,0.0,19331.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12582,1505,F,Enterpreneurial Activities,0.0,Male,72.0,Single,Employer in own family-operated farm or business,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,80.0,24.0,,1.0,337688.0,92788.0,21349.0,14700.0,6343.0,12877.0,,4072.0,4583.0,1140.0,,2900.0,19848.0,,,7350.0,2280.0,1140.0,6144.0,2100.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,
16574,41,H,Wage/Salaries,0.0,Female,,Widowed,,Single Family,2.0,0.0,0.0,1.0,Single house,Strong,50.0,17.0,2.0,1.0,337660.0,47699.0,8316.0,2496.0,7192.0,5838.0,1230.0,2685.0,15480.0,0.0,0.0,4310.0,19848.0,,,11112.0,1740.0,0.0,5766.0,1200.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,0.0,0.0
33827,1573,N,Wage/Salaries,,Male,58.0,Married,Worked for private establishment,Single Family,4.0,0.0,1.0,3.0,Single house,Strong,20.0,20.0,1.0,1.0,337593.0,90022.0,26592.0,16934.0,13880.0,15364.0,3600.0,4047.0,12725.0,,,3777.0,19848.0,,1203.0,13824.0,,0.0,7470.0,1250.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
20358,3825,H,Wage/Salaries,0.0,Male,37.0,Married,Worked for private household,Extended Family,5.0,0.0,2.0,2.0,Single house,Strong,50.0,21.0,2.0,1.0,337549.0,107155.0,24830.0,16016.0,12467.0,7816.0,1620.0,5279.0,,90.0,1560.0,5300.0,19848.0,0.0,0.0,,1140.0,,5766.0,5000.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
13191,2114,F,Wage/Salaries,0.0,Male,50.0,Married,Worked for private establishment,Single Family,7.0,0.0,2.0,4.0,Single house,Strong,60.0,19.0,2.0,1.0,337507.0,80818.0,31273.0,27505.0,13213.0,8563.0,690.0,3537.0,15000.0,0.0,,600.0,23202.0,15000.0,2995.0,12480.0,3432.0,600.0,11934.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
40916,1161,Q,Enterpreneurial Activities,0.0,Female,54.0,Widowed,Self-employed wihout any employee,Extended Family,5.0,0.0,0.0,1.0,Single house,Strong,80.0,13.0,2.0,1.0,337464.0,128007.0,22558.5,29684.0,5834.0,,,,4730.0,0.0,0.0,2560.0,24240.0,12000.0,3204.0,13056.0,1062.0,2240.0,11466.0,3000.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
11078,1,F,Wage/Salaries,0.0,Male,59.0,Married,Worked for private establishment,Extended Family,5.0,0.0,1.0,4.0,Single house,Strong,60.0,30.0,2.0,1.0,337464.0,116506.0,24628.0,20514.0,6343.0,13774.0,1710.0,5891.0,,0.0,,5570.0,43950.0,9000.0,224.0,,1140.0,0.0,10284.0,3160.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,3.0,,0.0,0.0,
34720,2466,N,Other sources of Income,,Female,58.0,Widowed,Worked for private establishment,Extended Family,7.0,0.0,4.0,2.0,Single house,Strong,73.0,31.0,2.0,1.0,337384.0,,41526.0,21880.0,,,,,20130.0,,0.0,3095.0,,,,,3960.0,450.0,13938.0,4500.0,0.0,3585.0,2.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
23257,21,J,Enterpreneurial Activities,0.0,Male,56.0,Married,Employer in own family-operated farm or business,Extended Family,5.0,0.0,0.0,0.0,Single house,Strong,20.0,11.0,,,337368.0,62931.0,24444.0,0.0,5360.0,12396.0,1340.0,3110.0,7560.0,900.0,390.0,1645.0,5100.0,2400.0,430.0,4560.0,1356.0,350.0,9306.0,1700.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
40535,780,Q,Wage/Salaries,0.0,Male,48.0,Married,Worked for private establishment,Extended Family,6.0,0.0,2.0,3.0,Single house,Strong,32.0,11.0,2.0,1.0,337365.0,132969.0,22558.5,,8390.0,,2123.0,5446.0,13380.0,0.0,0.0,4465.0,22020.0,8400.0,1056.0,10242.0,3840.0,,12570.0,4000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,
12992,1915,F,Other sources of Income,0.0,Male,66.0,Married,Employer in own family-operated farm or business,Single Family,3.0,0.0,0.0,1.0,Single house,Strong,60.0,35.0,3.0,1.0,337309.0,74646.0,27810.0,22200.0,8249.0,6735.0,1765.0,4634.0,8780.0,150.0,,2100.0,46662.0,18000.0,710.0,4230.0,2520.0,0.0,8052.0,,,54011.0,2.0,1.0,0.0,,1.0,,0.0,0.0,3.0,,,0.0,0.0
31882,1976,M,Other sources of Income,0.0,Male,78.0,Married,,Extended Family,5.0,0.0,3.0,0.0,Single house,Strong,50.0,20.0,,1.0,337308.0,126956.0,31402.0,19720.0,,16040.0,2210.0,6220.0,5500.0,0.0,0.0,1010.0,20052.0,6000.0,,8862.0,,,6990.0,1018.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0
19292,2759,H,Wage/Salaries,0.0,Male,58.0,Married,Employer in own family-operated farm or business,Extended Family,,0.0,2.0,3.0,Single house,Quite Strong,60.0,20.0,3.0,1.0,337306.0,,22558.5,,5952.0,8080.0,,,,0.0,0.0,4850.0,18276.0,6000.0,2748.0,,,,,1000.0,,65781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
35768,3514,N,Wage/Salaries,,Female,55.0,Widowed,Worked for private establishment,Single Family,3.0,0.0,1.0,2.0,Single house,Strong,36.0,33.0,1.0,1.0,337302.0,,19509.0,16021.0,12607.0,8308.0,,4072.0,,0.0,0.0,3348.0,46248.0,24000.0,63.0,,984.0,103.0,14658.0,0.0,0.0,11636.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,,0.0,0.0
36680,296,O,Enterpreneurial Activities,0.0,Male,66.0,Married,Self-employed wihout any employee,Extended Family,7.0,0.0,2.0,0.0,Single house,Strong,14.0,35.0,2.0,1.0,337282.0,119059.0,28792.0,22950.0,,9966.0,1620.0,6346.0,6600.0,,0.0,4340.0,49542.0,21000.0,710.0,14988.0,,,5766.0,1000.0,,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,,0.0,
17797,1264,H,Wage/Salaries,0.0,Male,53.0,Married,Worked for private establishment,Extended Family,7.0,0.0,0.0,3.0,Multi-unit residential,Strong,54.0,17.0,2.0,1.0,337277.0,136106.0,34832.0,22420.0,6343.0,13747.0,2120.0,4005.0,5500.0,,,6420.0,19848.0,,1058.0,13674.0,,300.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,5.0,,0.0,0.0,0.0
39129,1496,P,Other sources of Income,0.0,Male,54.0,Married,Employer in own family-operated farm or business,Single Family,3.0,0.0,0.0,0.0,Single house,Strong,75.0,26.0,2.0,1.0,337235.0,82103.0,22157.0,19563.0,11000.0,14010.0,2120.0,4700.0,9030.0,180.0,,5628.0,45720.0,12000.0,,11238.0,,,13806.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,,0.0,0.0,
14461,147,G,Enterpreneurial Activities,0.0,Male,46.0,Married,Employer in own family-operated farm or business,Extended Family,5.0,0.0,2.0,1.0,Single house,Strong,,20.0,3.0,1.0,337135.0,69817.0,18522.0,13813.0,7046.0,9166.0,2450.0,4978.0,14225.0,,0.0,3450.0,23730.0,9000.0,710.0,6996.0,3420.0,350.0,8532.0,3700.0,,,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,,0.0,0.0,
34849,2595,N,Wage/Salaries,,Male,43.0,Married,Worked for private establishment,Single Family,6.0,0.0,3.0,3.0,Single house,Strong,25.0,23.0,2.0,1.0,337132.0,125015.0,28931.0,20944.0,13661.0,6059.0,1900.0,5927.0,,1092.0,0.0,3380.0,27588.0,15000.0,2613.0,4899.0,3510.0,450.0,,5500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
12214,1137,F,Other sources of Income,0.0,Female,59.0,Married,Self-employed wihout any employee,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,60.0,25.0,2.0,1.0,337095.0,55587.0,11858.0,6740.0,7513.0,12631.0,1749.0,4845.0,3000.0,0.0,0.0,,,,,3804.0,3798.0,0.0,,,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,2.0,0.0,,0.0,
16013,1699,G,Other sources of Income,0.0,Female,78.0,Married,,Extended Family,3.0,0.0,1.0,0.0,Single house,Strong,,,3.0,1.0,337080.0,100507.0,17282.0,12000.0,6343.0,7776.0,,5790.0,5070.0,0.0,0.0,4770.0,48210.0,21000.0,710.0,4638.0,3798.0,,5328.0,,0.0,0.0,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,4.0,,0.0,0.0,0.0
34931,2677,N,Wage/Salaries,,Male,48.0,Married,Worked for private establishment,Extended Family,6.0,,0.0,1.0,Single house,Strong,50.0,29.0,1.0,1.0,337068.0,113870.0,30204.0,24118.0,6343.0,15915.0,,6807.0,3624.0,,0.0,3515.0,,,,4980.0,3276.0,0.0,5766.0,86.0,0.0,11636.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
35466,3212,N,Wage/Salaries,,Male,51.0,Married,Employer in own family-operated farm or business,Extended Family,5.0,0.0,2.0,1.0,Single house,Strong,50.0,10.0,2.0,1.0,337042.0,,33069.0,26290.0,6343.0,,1130.0,3901.0,,0.0,0.0,0.0,,0.0,80.0,13086.0,,2320.0,11508.0,2000.0,0.0,11636.5,2.0,1.0,0.0,1.0,1.0,0.0,,0.0,2.0,0.0,,0.0,0.0
17619,1086,H,Wage/Salaries,0.0,Male,77.0,Married,,Single Family,4.0,0.0,1.0,2.0,Multi-unit residential,Strong,20.0,29.0,1.0,1.0,337030.0,68967.0,40459.0,28288.0,,18008.0,,6371.0,21100.0,0.0,0.0,2510.0,34818.0,18000.0,,12360.0,1140.0,450.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22021,1326,I,Wage/Salaries,0.0,Male,57.0,Married,Self-employed wihout any employee,Single Family,8.0,0.0,3.0,2.0,Duplex,Quite Strong,36.0,30.0,2.0,1.0,337020.0,,,,18278.0,17846.0,,5954.0,10100.0,375.0,,3528.0,46188.0,9000.0,,4899.0,1140.0,2150.0,5766.0,800.0,0.0,8700.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
16407,2093,G,Wage/Salaries,0.0,Male,49.0,Married,Worked for private establishment,Single Family,5.0,0.0,1.0,1.0,Single house,Strong,56.0,3.0,1.0,1.0,337015.0,103742.0,34460.0,23100.0,6343.0,8752.0,3005.0,4290.0,16750.0,,0.0,2970.0,25128.0,15000.0,710.0,7806.0,1140.0,450.0,7920.0,0.0,,53100.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
14449,135,G,Enterpreneurial Activities,0.0,Male,47.0,Married,Employer in own family-operated farm or business,Extended Family,5.0,0.0,2.0,1.0,Single house,Strong,36.0,19.0,2.0,1.0,336988.0,124780.0,22558.5,32400.0,,13260.0,2830.0,5423.0,9250.0,,1086.0,5605.0,21000.0,12000.0,260.0,15360.0,3360.0,2215.0,6522.0,1000.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18966,2433,H,Wage/Salaries,0.0,Male,62.0,Married,Worked for private establishment,Extended Family,5.0,0.0,0.0,2.0,Single house,Strong,46.0,17.0,1.0,1.0,336980.0,117773.0,25440.0,17000.0,,14706.0,,6469.0,4050.0,760.0,,,51384.0,21000.0,619.0,16440.0,,0.0,14862.0,0.0,0.0,71960.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
30185,279,M,Enterpreneurial Activities,0.0,Male,67.0,Married,Employer in own family-operated farm or business,Extended Family,,0.0,3.0,3.0,Single house,Strong,80.0,35.0,2.0,1.0,336953.0,88047.0,34724.0,30564.0,6484.0,6632.0,1770.0,4070.0,5500.0,660.0,,3205.0,12960.0,6000.0,440.0,9936.0,468.0,1540.0,8382.0,0.0,,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0
5290,1784,C,Wage/Salaries,0.0,Male,39.0,Married,Worked for private establishment,Extended Family,7.0,0.0,2.0,3.0,Single house,Quite Strong,30.0,7.0,3.0,1.0,336914.0,68967.0,,,,16500.0,3531.0,3697.0,20330.0,910.0,0.0,5050.0,39570.0,15000.0,3284.0,,,450.0,,5000.0,0.0,8400.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
31377,1471,M,Other sources of Income,0.0,Male,42.0,Married,Worked for private establishment,Single Family,5.0,0.0,3.0,1.0,Single house,Strong,50.0,20.0,2.0,1.0,336905.0,109883.0,19420.0,13168.0,,6351.0,2171.0,4345.0,,360.0,0.0,,19848.0,9000.0,680.0,7788.0,2940.0,,5766.0,300.0,0.0,66985.0,1.0,,,1.0,0.0,,0.0,0.0,4.0,,0.0,0.0,0.0
33728,1474,N,Wage/Salaries,,Male,32.0,Married,Worked for private establishment,Extended Family,6.0,0.0,1.0,3.0,Single house,Strong,70.0,30.0,1.0,1.0,336887.0,97324.0,25702.0,15540.0,12479.0,10637.0,630.0,4197.0,16730.0,75.0,,6455.0,19848.0,0.0,1116.0,,2880.0,800.0,5766.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
17024,491,H,Wage/Salaries,0.0,Female,57.0,Widowed,Worked for private establishment,Extended Family,6.0,0.0,3.0,3.0,Single house,Strong,20.0,15.0,2.0,1.0,336855.0,75549.0,21595.0,11200.0,11800.0,9198.0,1030.0,2735.0,9568.0,480.0,,4775.0,31422.0,21000.0,944.0,,,450.0,5766.0,,0.0,57600.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0
16650,117,H,Wage/Salaries,0.0,Male,48.0,Married,Self-employed wihout any employee,Single Family,,0.0,1.0,3.0,Single house,Strong,54.0,8.0,3.0,1.0,336753.0,131599.0,26733.0,22200.0,15010.0,11110.0,2310.0,4255.0,,,,5355.0,35400.0,9000.0,234.0,,1140.0,,5766.0,1000.0,0.0,71598.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
1092,1093,A,Other sources of Income,0.0,Female,76.0,Widowed,Self-employed wihout any employee,Extended Family,3.0,0.0,1.0,1.0,Single house,Strong,32.0,29.0,1.0,1.0,336730.0,43148.0,10704.0,9952.0,5609.0,3550.0,2065.0,3360.0,2340.0,100.0,780.0,3990.0,13260.0,6600.0,1215.0,2736.0,900.0,0.0,1344.0,,,14552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21715,1020,I,Wage/Salaries,0.0,Female,66.0,Widowed,Self-employed wihout any employee,Extended Family,5.0,0.0,1.0,1.0,Single house,Strong,60.0,25.0,2.0,1.0,336728.0,108908.0,,27732.0,11344.0,15391.0,1905.0,3763.0,8250.0,70.0,,2185.0,,,710.0,13416.0,,869.0,5766.0,1000.0,0.0,26570.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
30037,131,M,Other sources of Income,0.0,Female,39.0,Married,Self-employed wihout any employee,Single Family,3.0,0.0,2.0,0.0,Single house,Strong,42.0,10.0,2.0,1.0,336695.0,121835.0,22737.0,10920.0,,5220.0,3801.0,3865.0,5500.0,0.0,0.0,,38556.0,21000.0,3040.0,11676.0,1140.0,,10392.0,0.0,0.0,70600.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
21020,325,I,Enterpreneurial Activities,0.0,Male,48.0,Married,Self-employed wihout any employee,Single Family,6.0,0.0,1.0,1.0,Single house,Strong,36.0,11.0,2.0,1.0,336666.0,133694.0,30927.0,16080.0,11300.0,16747.0,1620.0,2950.0,,864.0,0.0,2942.0,31800.0,24000.0,3038.0,14448.0,3048.0,,11286.0,,0.0,,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0
